Study_area,Date,Hare_color,Cluster,Elevation,Lat,Lon,day,Year,isSnow
Colorado,2017-01-30T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,30,2017,In season
Colorado,2017-02-22T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,53,2017,In season
Colorado,2017-02-26T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,57,2017,In season
Colorado,2017-03-03T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,62,2017,In season
Colorado,2017-03-08T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,67,2017,In season
Colorado,2017-03-13T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,72,2017,In season
Colorado,2017-03-25T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,84,2017,In season
Colorado,2017-03-30T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,89,2017,In season
Colorado,2017-04-22T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,112,2017,In season
Colorado,2017-04-30T00:00:00Z,white,1081,3187.98283234091,37.32,-106.6,120,2017,In season
Colorado,2017-05-08T00:00:00Z,molting,1081,3187.98283234091,37.32,-106.6,128,2017,In season
Colorado,2017-05-08T00:00:00Z,molting,1081,3187.98283234091,37.32,-106.6,128,2017,In season
Colorado,2017-05-24T00:00:00Z,molting,1081,3187.98283234091,37.32,-106.6,144,2017,In season
Colorado,2017-05-25T00:00:00Z,brown,1081,3187.98283234091,37.32,-106.6,145,2017,In season
Colorado,2017-05-26T00:00:00Z,brown,1081,3187.98283234091,37.32,-106.6,146,2017,In season
Colorado,2017-06-07T00:00:00Z,brown,1081,3187.98283234091,37.32,-106.6,158,2017,Out of season
Colorado,2017-06-18T00:00:00Z,brown,1081,3187.98283234091,37.32,-106.6,169,2017,Out of season
Colorado,2011-05-23T00:00:00Z,molting,1142,2792.33333333333,37.29,-106.81,143,2011,In season
Colorado,2011-05-25T00:00:00Z,molting,1142,2792.33333333333,37.29,-106.81,145,2011,In season
Colorado,2014-12-31T00:00:00Z,white,1001,3075.4387696,37.73,-107.37,365,2014,In season
Colorado,2016-04-08T00:00:00Z,white,1037,3531.552643,38.03,-106.88,99,2016,In season
Colorado,2017-01-24T00:00:00Z,white,1143,2734.8265628,37.56,-107.52,24,2017,In season
Colorado,2017-01-27T00:00:00Z,white,1143,2734.8265628,37.56,-107.52,27,2017,In season
Colorado,2017-03-09T00:00:00Z,white,1143,2734.8265628,37.56,-107.52,68,2017,In season
Colorado,2014-12-23T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,357,2014,In season
Colorado,2014-12-24T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,358,2014,In season
Colorado,2014-12-27T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,361,2014,In season
Colorado,2015-01-02T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,2,2015,In season
Colorado,2015-01-04T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,4,2015,In season
Colorado,2015-01-15T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,15,2015,In season
Colorado,2015-01-20T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,20,2015,In season
Colorado,2015-01-26T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,26,2015,In season
Colorado,2015-01-26T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,26,2015,In season
Colorado,2015-01-29T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,29,2015,In season
Colorado,2015-02-10T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,41,2015,In season
Colorado,2015-02-19T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,50,2015,In season
Colorado,2015-02-21T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,52,2015,In season
Colorado,2015-02-24T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,55,2015,In season
Colorado,2015-02-27T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,58,2015,In season
Colorado,2015-02-28T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,59,2015,In season
Colorado,2015-03-04T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,63,2015,In season
Colorado,2015-03-12T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,71,2015,In season
Colorado,2015-03-14T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,73,2015,In season
Colorado,2015-03-15T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,74,2015,In season
Colorado,2015-03-16T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,75,2015,In season
Colorado,2015-03-17T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,76,2015,In season
Colorado,2015-03-18T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,77,2015,In season
Colorado,2015-03-21T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,80,2015,In season
Colorado,2015-03-22T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,81,2015,In season
Colorado,2015-04-07T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,97,2015,In season
Colorado,2015-04-14T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,104,2015,In season
Colorado,2015-04-17T00:00:00Z,white,1144,3261.74046325,37.97,-106.58,107,2015,In season
Colorado,2015-05-17T00:00:00Z,brown,1144,3261.74046325,37.97,-106.58,137,2015,Out of season
Colorado,2015-06-26T00:00:00Z,brown,1144,3261.74046325,37.97,-106.58,177,2015,Out of season
Colorado,2015-10-27T00:00:00Z,brown,1145,3501,38.01,-106.89,300,2015,In season
Colorado,2015-10-29T00:00:00Z,molting,1145,3501,38.01,-106.89,302,2015,In season
Colorado,2015-10-30T00:00:00Z,white,1145,3501,38.01,-106.89,303,2015,In season
Colorado,2016-01-19T00:00:00Z,white,1145,3501,38.01,-106.89,19,2016,In season
Colorado,2016-01-28T00:00:00Z,white,1145,3501,38.01,-106.89,28,2016,In season
Colorado,2016-02-12T00:00:00Z,white,1145,3501,38.01,-106.89,43,2016,In season
Colorado,2016-02-16T00:00:00Z,white,1145,3501,38.01,-106.89,47,2016,In season
Colorado,2016-02-18T00:00:00Z,white,1145,3501,38.01,-106.89,49,2016,In season
Colorado,2016-02-19T00:00:00Z,white,1145,3501,38.01,-106.89,50,2016,In season
Colorado,2016-02-21T00:00:00Z,white,1145,3501,38.01,-106.89,52,2016,In season
Colorado,2016-02-22T00:00:00Z,white,1145,3501,38.01,-106.89,53,2016,In season
Colorado,2016-02-23T00:00:00Z,white,1145,3501,38.01,-106.89,54,2016,In season
Colorado,2016-03-21T00:00:00Z,white,1145,3501,38.01,-106.89,81,2016,In season
Colorado,2016-03-23T00:00:00Z,white,1145,3501,38.01,-106.89,83,2016,In season
Colorado,2016-04-05T00:00:00Z,white,1145,3501,38.01,-106.89,96,2016,In season
Colorado,2016-04-17T00:00:00Z,molting,1145,3501,38.01,-106.89,108,2016,In season
Colorado,2016-04-17T00:00:00Z,white,1145,3501,38.01,-106.89,108,2016,In season
Colorado,2016-04-18T00:00:00Z,white,1145,3501,38.01,-106.89,109,2016,In season
Colorado,2016-04-23T00:00:00Z,white,1145,3501,38.01,-106.89,114,2016,In season
Colorado,2016-04-29T00:00:00Z,white,1145,3501,38.01,-106.89,120,2016,In season
Colorado,2016-05-01T00:00:00Z,white,1145,3501,38.01,-106.89,122,2016,In season
Colorado,2016-05-07T00:00:00Z,molting,1145,3501,38.01,-106.89,128,2016,In season
Colorado,2016-05-07T00:00:00Z,molting,1145,3501,38.01,-106.89,128,2016,In season
Colorado,2016-05-11T00:00:00Z,molting,1145,3501,38.01,-106.89,132,2016,In season
Colorado,2016-12-26T00:00:00Z,white,1146,2966.59533675,37.52,-107.54,361,2016,In season
Colorado,2017-01-04T00:00:00Z,white,1146,2966.59533675,37.52,-107.54,4,2017,In season
Colorado,2017-03-20T00:00:00Z,white,1146,2966.59533675,37.52,-107.54,79,2017,In season
Colorado,2016-02-02T00:00:00Z,white,1114,3206,37.99,-107.33,33,2016,In season
Colorado,2016-04-25T00:00:00Z,molting,1114,3206,37.99,-107.33,116,2016,In season
Colorado,2010-11-27T00:00:00Z,white,1147,2468,37.4,-107.34,331,2010,In season
Colorado,2010-11-28T00:00:00Z,white,1147,2468,37.4,-107.34,332,2010,In season
Colorado,2011-03-14T00:00:00Z,white,1147,2468,37.4,-107.34,73,2011,In season
Colorado,2011-05-05T00:00:00Z,brown,1147,2468,37.4,-107.34,125,2011,Out of season
Colorado,2011-05-05T00:00:00Z,brown,1147,2468,37.4,-107.34,125,2011,Out of season
Colorado,2017-03-10T00:00:00Z,white,1148,2791.18760273684,37.22,-106.73,69,2017,In season
Colorado,2017-04-06T00:00:00Z,white,1148,2791.18760273684,37.22,-106.73,96,2017,In season
Colorado,2017-04-11T00:00:00Z,white,1148,2791.18760273684,37.22,-106.73,101,2017,In season
Colorado,2017-04-17T00:00:00Z,white,1148,2791.18760273684,37.22,-106.73,107,2017,In season
Colorado,2011-01-31T00:00:00Z,white,1142,2792.33333333333,37.29,-106.81,31,2011,In season
Colorado,2015-01-09T00:00:00Z,white,1149,3328,37.83,-108.22,9,2015,In season
Colorado,2015-04-11T00:00:00Z,white,1149,3328,37.83,-108.22,101,2015,In season
Colorado,2015-04-19T00:00:00Z,white,1149,3328,37.83,-108.22,109,2015,In season
Colorado,2015-05-01T00:00:00Z,molting,1149,3328,37.83,-108.22,121,2015,In season
Colorado,2016-02-18T00:00:00Z,white,1018,3303.5,38.11,-107.12,49,2016,In season
Colorado,2011-02-12T00:00:00Z,white,1094,3550.4788082,37.53,-107.6,43,2011,In season
Colorado,2011-04-02T00:00:00Z,white,1094,3550.4788082,37.53,-107.6,92,2011,In season
Colorado,2015-03-03T00:00:00Z,white,1110,3132.20017785714,37.28,-106.61,62,2015,In season
Colorado,2015-03-04T00:00:00Z,white,1110,3132.20017785714,37.28,-106.61,63,2015,In season
Colorado,2017-02-18T00:00:00Z,white,1150,2907.45609764706,37.29,-106.75,49,2017,In season
Colorado,2017-03-20T00:00:00Z,white,1150,2907.45609764706,37.29,-106.75,79,2017,In season
Colorado,2017-03-21T00:00:00Z,white,1150,2907.45609764706,37.29,-106.75,80,2017,In season
Colorado,2017-04-08T00:00:00Z,white,1150,2907.45609764706,37.29,-106.75,98,2017,In season
Colorado,2017-04-10T00:00:00Z,white,1150,2907.45609764706,37.29,-106.75,100,2017,In season
Colorado,2017-04-19T00:00:00Z,white,1150,2907.45609764706,37.29,-106.75,109,2017,In season
Colorado,2017-04-28T00:00:00Z,molting,1150,2907.45609764706,37.29,-106.75,118,2017,In season
Colorado,2017-05-01T00:00:00Z,molting,1150,2907.45609764706,37.29,-106.75,121,2017,In season
Colorado,2017-05-02T00:00:00Z,molting,1150,2907.45609764706,37.29,-106.75,122,2017,In season
Colorado,2010-12-08T00:00:00Z,white,1143,2734.8265628,37.56,-107.52,342,2010,In season
Colorado,2015-03-10T00:00:00Z,white,1101,3346.2,37.25,-106.58,69,2015,In season
Colorado,2015-03-12T00:00:00Z,white,1101,3346.2,37.25,-106.58,71,2015,In season
Colorado,2015-04-07T00:00:00Z,white,1101,3346.2,37.25,-106.58,97,2015,In season
Colorado,2015-04-07T00:00:00Z,white,1101,3346.2,37.25,-106.58,97,2015,In season
Colorado,2015-04-13T00:00:00Z,white,1101,3346.2,37.25,-106.58,103,2015,In season
Colorado,2015-05-15T00:00:00Z,molting,1101,3346.2,37.25,-106.58,135,2015,In season
Colorado,2015-05-29T00:00:00Z,molting,1101,3346.2,37.25,-106.58,149,2015,In season
Colorado,2016-01-29T00:00:00Z,white,1151,3388,38.09,-107.1,29,2016,In season
Colorado,2016-02-07T00:00:00Z,white,1151,3388,38.09,-107.1,38,2016,In season
Colorado,2016-05-04T00:00:00Z,molting,1151,3388,38.09,-107.1,125,2016,In season
Colorado,2016-12-31T00:00:00Z,white,1152,2847.634521,37.59,-107.17,366,2016,In season
Colorado,2010-12-29T00:00:00Z,white,1153,2814,37.56,-107.22,363,2010,In season
Colorado,2011-03-26T00:00:00Z,white,1153,2814,37.56,-107.22,85,2011,In season
Colorado,2011-04-18T00:00:00Z,white,1153,2814,37.56,-107.22,108,2011,In season
Colorado,2011-04-21T00:00:00Z,white,1153,2814,37.56,-107.22,111,2011,In season
Colorado,2014-10-09T00:00:00Z,brown,1154,2891,37.74,-107.21,282,2014,Out of season
Colorado,2014-10-18T00:00:00Z,brown,1154,2891,37.74,-107.21,291,2014,Out of season
Colorado,2014-10-29T00:00:00Z,molting,1154,2891,37.74,-107.21,302,2014,Out of season
Colorado,2015-02-15T00:00:00Z,white,1154,2891,37.74,-107.21,46,2015,In season
Colorado,2015-03-11T00:00:00Z,white,1154,2891,37.74,-107.21,70,2015,In season
Colorado,2015-03-16T00:00:00Z,white,1154,2891,37.74,-107.21,75,2015,In season
Colorado,2015-03-17T00:00:00Z,white,1154,2891,37.74,-107.21,76,2015,In season
Colorado,2015-04-17T00:00:00Z,white,1154,2891,37.74,-107.21,107,2015,Out of season
Colorado,2015-05-28T00:00:00Z,brown,1154,2891,37.74,-107.21,148,2015,Out of season
Colorado,2017-02-07T00:00:00Z,white,1155,2709.76953133333,37.53,-107.13,38,2017,In season
Colorado,2017-02-15T00:00:00Z,white,1155,2709.76953133333,37.53,-107.13,46,2017,In season
Colorado,2011-01-02T00:00:00Z,white,1156,2636,37.56,-107.26,2,2011,In season
Colorado,2010-12-26T00:00:00Z,white,1157,3139,37.66,-107.24,360,2010,In season
Colorado,2011-01-02T00:00:00Z,white,1157,3139,37.66,-107.24,2,2011,In season
Colorado,2011-01-09T00:00:00Z,white,1157,3139,37.66,-107.24,9,2011,In season
Colorado,2011-01-25T00:00:00Z,white,1157,3139,37.66,-107.24,25,2011,In season
Colorado,2011-02-06T00:00:00Z,white,1157,3139,37.66,-107.24,37,2011,In season
Colorado,2011-02-09T00:00:00Z,white,1157,3139,37.66,-107.24,40,2011,In season
Colorado,2011-02-17T00:00:00Z,white,1157,3139,37.66,-107.24,48,2011,In season
Colorado,2011-02-20T00:00:00Z,white,1157,3139,37.66,-107.24,51,2011,In season
Colorado,2011-03-07T00:00:00Z,white,1157,3139,37.66,-107.24,66,2011,In season
Colorado,2011-03-16T00:00:00Z,white,1157,3139,37.66,-107.24,75,2011,In season
Colorado,2011-03-17T00:00:00Z,white,1157,3139,37.66,-107.24,76,2011,In season
Colorado,2011-03-19T00:00:00Z,white,1157,3139,37.66,-107.24,78,2011,In season
Colorado,2011-03-20T00:00:00Z,white,1157,3139,37.66,-107.24,79,2011,In season
Colorado,2011-03-26T00:00:00Z,white,1157,3139,37.66,-107.24,85,2011,In season
Colorado,2011-03-28T00:00:00Z,white,1157,3139,37.66,-107.24,87,2011,In season
Colorado,2011-03-29T00:00:00Z,white,1157,3139,37.66,-107.24,88,2011,In season
Colorado,2011-03-30T00:00:00Z,white,1157,3139,37.66,-107.24,89,2011,In season
Colorado,2011-03-31T00:00:00Z,white,1157,3139,37.66,-107.24,90,2011,In season
Colorado,2011-04-01T00:00:00Z,white,1157,3139,37.66,-107.24,91,2011,In season
Colorado,2011-04-02T00:00:00Z,white,1157,3139,37.66,-107.24,92,2011,In season
Colorado,2011-04-03T00:00:00Z,white,1157,3139,37.66,-107.24,93,2011,In season
Colorado,2011-04-04T00:00:00Z,white,1157,3139,37.66,-107.24,94,2011,In season
Colorado,2011-04-06T00:00:00Z,white,1157,3139,37.66,-107.24,96,2011,In season
Colorado,2011-04-11T00:00:00Z,white,1157,3139,37.66,-107.24,101,2011,In season
Colorado,2011-04-12T00:00:00Z,white,1157,3139,37.66,-107.24,102,2011,In season
Colorado,2011-04-13T00:00:00Z,white,1157,3139,37.66,-107.24,103,2011,In season
Colorado,2011-04-15T00:00:00Z,white,1157,3139,37.66,-107.24,105,2011,In season
Colorado,2011-04-17T00:00:00Z,white,1157,3139,37.66,-107.24,107,2011,In season
Colorado,2011-04-18T00:00:00Z,white,1157,3139,37.66,-107.24,108,2011,In season
Colorado,2011-04-25T00:00:00Z,molting,1157,3139,37.66,-107.24,115,2011,In season
Colorado,2011-04-27T00:00:00Z,molting,1157,3139,37.66,-107.24,117,2011,In season
Colorado,2011-05-03T00:00:00Z,molting,1157,3139,37.66,-107.24,123,2011,In season
Colorado,2011-05-06T00:00:00Z,molting,1157,3139,37.66,-107.24,126,2011,In season
Colorado,2011-05-23T00:00:00Z,brown,1157,3139,37.66,-107.24,143,2011,In season
Colorado,2014-10-05T00:00:00Z,brown,1128,2802.74960045455,37.66,-106.88,278,2014,Out of season
Colorado,2014-10-07T00:00:00Z,brown,1128,2802.74960045455,37.66,-106.88,280,2014,Out of season
Colorado,2014-10-13T00:00:00Z,brown,1128,2802.74960045455,37.66,-106.88,286,2014,Out of season
Colorado,2014-10-18T00:00:00Z,brown,1128,2802.74960045455,37.66,-106.88,291,2014,Out of season
Colorado,2014-10-26T00:00:00Z,molting,1128,2802.74960045455,37.66,-106.88,299,2014,Out of season
Colorado,2014-12-24T00:00:00Z,white,1128,2802.74960045455,37.66,-106.88,358,2014,In season
Colorado,2015-01-25T00:00:00Z,white,1128,2802.74960045455,37.66,-106.88,25,2015,In season
Colorado,2015-01-31T00:00:00Z,white,1128,2802.74960045455,37.66,-106.88,31,2015,In season
Colorado,2015-02-06T00:00:00Z,white,1128,2802.74960045455,37.66,-106.88,37,2015,In season
Colorado,2015-02-25T00:00:00Z,white,1128,2802.74960045455,37.66,-106.88,56,2015,In season
Colorado,2015-03-14T00:00:00Z,white,1128,2802.74960045455,37.66,-106.88,73,2015,In season
Colorado,2016-03-01T00:00:00Z,white,1045,3593.43243243243,37.97,-107.09,61,2016,In season
Colorado,2016-04-10T00:00:00Z,white,1045,3593.43243243243,37.97,-107.09,101,2016,In season
Colorado,2016-04-14T00:00:00Z,white,1045,3593.43243243243,37.97,-107.09,105,2016,In season
Colorado,2016-04-15T00:00:00Z,white,1045,3593.43243243243,37.97,-107.09,106,2016,In season
Colorado,2017-01-12T00:00:00Z,white,1158,2603.370508,37.54,-107.19,12,2017,In season
Colorado,2017-01-29T00:00:00Z,white,1158,2603.370508,37.54,-107.19,29,2017,In season
Colorado,2017-03-15T00:00:00Z,white,1158,2603.370508,37.54,-107.19,74,2017,In season
Colorado,2017-03-17T00:00:00Z,white,1158,2603.370508,37.54,-107.19,76,2017,In season
Colorado,2014-11-06T00:00:00Z,molting,1159,3514,37.91,-107.23,310,2014,In season
Colorado,2014-11-07T00:00:00Z,white,1159,3514,37.91,-107.23,311,2014,In season
Colorado,2014-11-18T00:00:00Z,white,1159,3514,37.91,-107.23,322,2014,In season
Colorado,2014-11-28T00:00:00Z,white,1159,3514,37.91,-107.23,332,2014,In season
Colorado,2014-12-04T00:00:00Z,white,1159,3514,37.91,-107.23,338,2014,In season
Colorado,2014-12-06T00:00:00Z,white,1159,3514,37.91,-107.23,340,2014,In season
Colorado,2014-12-10T00:00:00Z,white,1159,3514,37.91,-107.23,344,2014,In season
Colorado,2014-12-11T00:00:00Z,white,1159,3514,37.91,-107.23,345,2014,In season
Colorado,2014-12-12T00:00:00Z,white,1159,3514,37.91,-107.23,346,2014,In season
Colorado,2014-12-16T00:00:00Z,white,1159,3514,37.91,-107.23,350,2014,In season
Colorado,2014-12-17T00:00:00Z,white,1159,3514,37.91,-107.23,351,2014,In season
Colorado,2014-12-18T00:00:00Z,white,1159,3514,37.91,-107.23,352,2014,In season
Colorado,2014-12-19T00:00:00Z,white,1159,3514,37.91,-107.23,353,2014,In season
Colorado,2014-12-21T00:00:00Z,white,1159,3514,37.91,-107.23,355,2014,In season
Colorado,2014-12-23T00:00:00Z,white,1159,3514,37.91,-107.23,357,2014,In season
Colorado,2014-12-24T00:00:00Z,white,1159,3514,37.91,-107.23,358,2014,In season
Colorado,2014-12-26T00:00:00Z,white,1159,3514,37.91,-107.23,360,2014,In season
Colorado,2014-12-27T00:00:00Z,white,1159,3514,37.91,-107.23,361,2014,In season
Colorado,2014-12-28T00:00:00Z,white,1159,3514,37.91,-107.23,362,2014,In season
Colorado,2014-12-29T00:00:00Z,white,1159,3514,37.91,-107.23,363,2014,In season
Colorado,2014-12-30T00:00:00Z,white,1159,3514,37.91,-107.23,364,2014,In season
Colorado,2015-01-01T00:00:00Z,white,1159,3514,37.91,-107.23,1,2015,In season
Colorado,2015-01-03T00:00:00Z,white,1159,3514,37.91,-107.23,3,2015,In season
Colorado,2015-01-06T00:00:00Z,white,1159,3514,37.91,-107.23,6,2015,In season
Colorado,2015-01-07T00:00:00Z,white,1159,3514,37.91,-107.23,7,2015,In season
Colorado,2015-01-08T00:00:00Z,white,1159,3514,37.91,-107.23,8,2015,In season
Colorado,2015-01-10T00:00:00Z,white,1159,3514,37.91,-107.23,10,2015,In season
Colorado,2015-01-11T00:00:00Z,white,1159,3514,37.91,-107.23,11,2015,In season
Colorado,2015-01-12T00:00:00Z,white,1159,3514,37.91,-107.23,12,2015,In season
Colorado,2015-01-13T00:00:00Z,white,1159,3514,37.91,-107.23,13,2015,In season
Colorado,2015-01-14T00:00:00Z,white,1159,3514,37.91,-107.23,14,2015,In season
Colorado,2015-01-15T00:00:00Z,white,1159,3514,37.91,-107.23,15,2015,In season
Colorado,2015-01-23T00:00:00Z,white,1159,3514,37.91,-107.23,23,2015,In season
Colorado,2015-01-26T00:00:00Z,white,1159,3514,37.91,-107.23,26,2015,In season
Colorado,2015-01-27T00:00:00Z,white,1159,3514,37.91,-107.23,27,2015,In season
Colorado,2015-01-29T00:00:00Z,white,1159,3514,37.91,-107.23,29,2015,In season
Colorado,2015-02-02T00:00:00Z,white,1159,3514,37.91,-107.23,33,2015,In season
Colorado,2015-02-06T00:00:00Z,white,1159,3514,37.91,-107.23,37,2015,In season
Colorado,2015-02-07T00:00:00Z,white,1159,3514,37.91,-107.23,38,2015,In season
Colorado,2015-02-27T00:00:00Z,white,1159,3514,37.91,-107.23,58,2015,In season
Colorado,2015-03-04T00:00:00Z,white,1159,3514,37.91,-107.23,63,2015,In season
Colorado,2015-03-06T00:00:00Z,white,1159,3514,37.91,-107.23,65,2015,In season
Colorado,2015-03-17T00:00:00Z,white,1159,3514,37.91,-107.23,76,2015,In season
Colorado,2015-03-18T00:00:00Z,white,1159,3514,37.91,-107.23,77,2015,In season
Colorado,2015-03-19T00:00:00Z,white,1159,3514,37.91,-107.23,78,2015,In season
Colorado,2015-05-20T00:00:00Z,brown,1159,3514,37.91,-107.23,140,2015,In season
Colorado,2015-05-21T00:00:00Z,brown,1159,3514,37.91,-107.23,141,2015,In season
Colorado,2015-05-26T00:00:00Z,brown,1159,3514,37.91,-107.23,146,2015,In season
Colorado,2015-05-28T00:00:00Z,brown,1159,3514,37.91,-107.23,148,2015,In season
Colorado,2015-06-12T00:00:00Z,brown,1159,3514,37.91,-107.23,163,2015,Out of season
Colorado,2015-10-17T00:00:00Z,brown,1160,3159,38.04,-107.34,290,2015,Out of season
Colorado,2015-12-26T00:00:00Z,white,1160,3159,38.04,-107.34,360,2015,In season
Colorado,2015-12-29T00:00:00Z,white,1160,3159,38.04,-107.34,363,2015,In season
Colorado,2016-01-02T00:00:00Z,white,1160,3159,38.04,-107.34,2,2016,In season
Colorado,2016-01-03T00:00:00Z,white,1160,3159,38.04,-107.34,3,2016,In season
Colorado,2016-01-05T00:00:00Z,white,1160,3159,38.04,-107.34,5,2016,In season
Colorado,2016-01-06T00:00:00Z,white,1160,3159,38.04,-107.34,6,2016,In season
Colorado,2016-01-10T00:00:00Z,white,1160,3159,38.04,-107.34,10,2016,In season
Colorado,2016-01-11T00:00:00Z,white,1160,3159,38.04,-107.34,11,2016,In season
Colorado,2016-01-12T00:00:00Z,white,1160,3159,38.04,-107.34,12,2016,In season
Colorado,2016-01-13T00:00:00Z,white,1160,3159,38.04,-107.34,13,2016,In season
Colorado,2016-01-14T00:00:00Z,white,1160,3159,38.04,-107.34,14,2016,In season
Colorado,2016-01-15T00:00:00Z,white,1160,3159,38.04,-107.34,15,2016,In season
Colorado,2016-01-16T00:00:00Z,white,1160,3159,38.04,-107.34,16,2016,In season
Colorado,2016-02-02T00:00:00Z,white,1160,3159,38.04,-107.34,33,2016,In season
Colorado,2016-02-03T00:00:00Z,white,1160,3159,38.04,-107.34,34,2016,In season
Colorado,2016-02-04T00:00:00Z,white,1160,3159,38.04,-107.34,35,2016,In season
Colorado,2016-02-05T00:00:00Z,white,1160,3159,38.04,-107.34,36,2016,In season
Colorado,2016-02-08T00:00:00Z,white,1160,3159,38.04,-107.34,39,2016,In season
Colorado,2016-02-09T00:00:00Z,white,1160,3159,38.04,-107.34,40,2016,In season
Colorado,2016-02-13T00:00:00Z,white,1160,3159,38.04,-107.34,44,2016,In season
Colorado,2016-02-15T00:00:00Z,white,1160,3159,38.04,-107.34,46,2016,In season
Colorado,2016-02-16T00:00:00Z,white,1160,3159,38.04,-107.34,47,2016,In season
Colorado,2016-02-20T00:00:00Z,white,1160,3159,38.04,-107.34,51,2016,In season
Colorado,2016-02-22T00:00:00Z,white,1160,3159,38.04,-107.34,53,2016,In season
Colorado,2016-02-29T00:00:00Z,white,1160,3159,38.04,-107.34,60,2016,In season
Colorado,2016-03-05T00:00:00Z,white,1160,3159,38.04,-107.34,65,2016,In season
Colorado,2016-03-08T00:00:00Z,white,1160,3159,38.04,-107.34,68,2016,In season
Colorado,2016-03-22T00:00:00Z,white,1160,3159,38.04,-107.34,82,2016,In season
Colorado,2016-03-31T00:00:00Z,white,1160,3159,38.04,-107.34,91,2016,In season
Colorado,2016-04-06T00:00:00Z,white,1160,3159,38.04,-107.34,97,2016,In season
Colorado,2016-04-13T00:00:00Z,white,1160,3159,38.04,-107.34,104,2016,In season
Colorado,2016-04-20T00:00:00Z,molting,1160,3159,38.04,-107.34,111,2016,In season
Colorado,2016-04-21T00:00:00Z,molting,1160,3159,38.04,-107.34,112,2016,In season
Colorado,2016-04-25T00:00:00Z,white,1160,3159,38.04,-107.34,116,2016,In season
Colorado,2016-05-22T00:00:00Z,brown,1160,3159,38.04,-107.34,143,2016,Out of season
Colorado,2016-05-23T00:00:00Z,brown,1160,3159,38.04,-107.34,144,2016,Out of season
Colorado,2011-01-05T00:00:00Z,white,1161,2762,37.57,-107.27,5,2011,In season
Colorado,2015-05-29T00:00:00Z,brown,1155,2709.76953133333,37.53,-107.13,149,2015,Out of season
Colorado,2015-11-30T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,334,2015,In season
Colorado,2015-12-18T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,352,2015,In season
Colorado,2015-12-30T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,364,2015,In season
Colorado,2015-12-31T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,365,2015,In season
Colorado,2016-01-04T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,4,2016,In season
Colorado,2016-01-26T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,26,2016,In season
Colorado,2016-01-30T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,30,2016,In season
Colorado,2016-02-01T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,32,2016,In season
Colorado,2016-02-02T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,33,2016,In season
Colorado,2016-02-03T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,34,2016,In season
Colorado,2016-02-04T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,35,2016,In season
Colorado,2016-02-05T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,36,2016,In season
Colorado,2016-02-08T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,39,2016,In season
Colorado,2016-02-11T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,42,2016,In season
Colorado,2016-02-12T00:00:00Z,white,1099,3468.81481481481,38.05,-107.42,43,2016,In season
